submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,item_id,languages,options,options_list,options_order,orientation,question,randomize,response,responseTime,trial_nr,split_order,split_options,chosen_option_ind,chosen_option
500,60,none,irrelevant,Higher degree,176829,1692861762548,1692861585719,male,21,English,Sophie often helped Jack with his science homework.|the project to the left of Jack's was very good.|Sophie does not want to talk about Jack's project.|Jack once explained the concept of gravity to Sophie using an apple.,Sophie often helped Jack with his science homework.|the project to the left of Jack's was very good.|Sophie does not want to talk about Jack's project.|Jack once explained the concept of gravity to Sophie using an apple.,distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Sophie does not want to talk about Jack's project.,33355,2,,,3,target_prejacent
505,33,Everything was smooth,baseline,Graduated High-school,134142,1692861785857,1692861651715,male,21,English,Jack's project was good.|Sophie often helped Jack with his science homework.|Jack's project was not good.|Jack once explained the concept of gravity to Sophie using an apple.,Jack's project was good.|Sophie often helped Jack with his science homework.|Jack's project was not good.|Jack once explained the concept of gravity to Sophie using an apple.,target_prejacent|distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack's project was good.,20110,2,,,1,target_prejacent
549,32,NA,marked,Graduated College,112637,1693489986697,1693489874060,male,21,English,"Sophie often helped Jack with his science homework.|Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Jack's project demonstration did not go as planned.|Jack once explained the concept of gravity to Sophie using an apple.","Sophie often helped Jack with his science homework.|Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Jack's project demonstration did not go as planned.|Jack once explained the concept of gravity to Sophie using an apple.",distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.",52835,1,,,2,competitor_prejacent
565,45,NA,irrelevant,Graduated High-school,149739,1693490035052,1693489885313,male,21,English,the project to the left of Jack's was very good.|Jack once explained the concept of gravity to Sophie using an apple.|Sophie often helped Jack with his science homework.|Sophie does not want to talk about Jack's project.,the project to the left of Jack's was very good.|Jack once explained the concept of gravity to Sophie using an apple.|Sophie often helped Jack with his science homework.|Sophie does not want to talk about Jack's project.,competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Sophie does not want to talk about Jack's project.,37447,2,,,4,target_prejacent
621,28,none,too_little,Graduated College,159261,1693490564285,1693490405024,male,21,english,Sophie often helped Jack with his science homework.|Jack presented the project.|Jack once explained the concept of gravity to Sophie using an apple.|Jack's project was not very good.,Sophie often helped Jack with his science homework.|Jack presented the project.|Jack once explained the concept of gravity to Sophie using an apple.|Jack's project was not very good.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack presented the project.,15242,2,,,2,competitor_prejacent
652,56,NA,baseline,Higher degree,125240,1693816363980,1693816238740,male,21,English,"Jack's project demonstration did not go as planned.|Jack once explained the concept of gravity to Sophie using an apple.|Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Sophie often helped Jack with his science homework.","Jack's project demonstration did not go as planned.|Jack once explained the concept of gravity to Sophie using an apple.|Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Sophie often helped Jack with his science homework.",target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack's project demonstration did not go as planned.,41422,2,,,1,target_prejacent
664,45,NA,marked,Graduated High-school,365743,1693817524038,1693817158295,male,21,English,Jack's project was not very good.|Jack presented the project.|Jack once explained the concept of gravity to Sophie using an apple.|Sophie often helped Jack with his science homework.,Jack's project was not very good.|Jack presented the project.|Jack once explained the concept of gravity to Sophie using an apple.|Sophie often helped Jack with his science homework.,target_prejacent|competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack presented the project.,16186,2,,,2,competitor_prejacent
763,59,No further comments,marked,Graduated High-school,264593,1693821142592,1693820877999,male,21,English,"Jack once explained the concept of gravity to Sophie using an apple.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Sophie often helped Jack with his science homework.","Jack once explained the concept of gravity to Sophie using an apple.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Sophie often helped Jack with his science homework.",distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",54662,2,,,2,target_prejacent
777,53,NA,marked,Graduated High-school,261049,1693821389623,1693821128574,male,21,english,"Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.","Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",48663,2,,,4,target_prejacent
785,75,NA,irrelevant,Higher degree,177702,1693821597922,1693821420220,male,21,NA,"Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack's project demonstration did not go as planned.","Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack's project demonstration did not go as planned.",competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack's project demonstration did not go as planned.,41539,2,,,4,target_prejacent
443,63,Thank you!,irrelevant,Graduated College,78406,1692826024867,1692825946461,female,20,English,Lio does not want to talk about the fashion show.|the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.,Lio does not want to talk about the fashion show.|the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,24904,2,,,1,target_prejacent
445,30,NA,marked,Higher degree,143503,1692826149013,1692826005510,female,20,English,the collection was great.|the collection was too extravagant.|Lio was a photographer at model castings.|the collection only had black and white clothes.,the collection was great.|the collection was too extravagant.|Lio was a photographer at model castings.|the collection only had black and white clothes.,target_prejacent|competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,19266,2,,,1,target_prejacent
499,49,NA,baseline,Graduated High-school,97989,1692861759603,1692861661614,female,20,English,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,25738,1,,,3,competitor_prejacent
520,56,NA,baseline,Higher degree,43140,1692861888335,1692861845195,female,20,english,"one model’s walk unintentionally caused people to gasp, e.g., because they fell.|the collection only had black and white clothes.|one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.","one model’s walk unintentionally caused people to gasp, e.g., because they fell.|the collection only had black and white clothes.|one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.",target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,"one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.",9127,2,,,3,competitor_prejacent
515,24,NA,too_much,Graduated High-school,110337,1692861846852,1692861736515,male,20,English,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection showcased clothes that would not be well suited for every day life.,38814,2,,,2,target_prejacent
519,37,NA,marked,Graduated College,279743,1692861879396,1692861599653,female,20,English,"one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.|the collection only had black and white clothes.|one model’s walk unintentionally caused people to gasp, e.g., because they fell.","one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.|the collection only had black and white clothes.|one model’s walk unintentionally caused people to gasp, e.g., because they fell.",competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,"one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.",61004,1,,,1,competitor_prejacent
534,66,NA,irrelevant,Graduated College,194476,1692863208647,1692863014171,female,20,NA,the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.,the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.,distractor_2_prejacent|competitor_prejacent|target_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,39386,2,,,3,target_prejacent
545,47,None,baseline,Graduated College,95610,1693489976178,1693489880569,female,20,English,the collection was too extravagant.|Lio was a photographer at model castings.|the collection was great.|the collection only had black and white clothes.,the collection was too extravagant.|Lio was a photographer at model castings.|the collection was great.|the collection only had black and white clothes.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,14833,2,,,3,target_prejacent
563,36,Thank you,too_little,Graduated High-school,138362,1693490022445,1693489884083,female,20,English,the collection was great.|the collection was too extravagant.|the collection only had black and white clothes.|Lio was a photographer at model castings.,the collection was great.|the collection was too extravagant.|the collection only had black and white clothes.|Lio was a photographer at model castings.,target_prejacent|competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,21416,2,,,1,target_prejacent
594,37,NA,irrelevant,Graduated High-school,83842,1693490449413,1693490365571,female,20,NA,the collection only had black and white clothes.|the collection showcased clothes that would not be well suited for every day life.|Lio was a photographer at model castings.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,the collection only had black and white clothes.|the collection showcased clothes that would not be well suited for every day life.|Lio was a photographer at model castings.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,20966,2,,,4,competitor_prejacent
602,61,"Thank you for the survey opportunities, have a great day.",too_little,Graduated High-school,97473,1693490477187,1693490379714,female,20,English,the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.|the collection was not great.,the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.|the collection was not great.,distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio has seen it.,14345,2,,,3,competitor_prejacent
620,74,none,irrelevant,Graduated College,136613,1693490568478,1693490431865,female,20,English,Lio does not want to talk about the fashion show.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.,Lio does not want to talk about the fashion show.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.,target_prejacent|competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,there is an interesting event tomorrow at the same venue.,24820,2,,,2,competitor_prejacent
677,18,NA,baseline,Graduated High-school,78504,1693818617771,1693818539267,female,20,english,Lio was a photographer at model castings.|the collection only had black and white clothes.|the collection was not great. |Lio has seen it.,Lio was a photographer at model castings.|the collection only had black and white clothes.|the collection was not great. |Lio has seen it.,distractor_1_prejacent|distractor_2_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio has seen it.,22011,1,,,4,competitor_prejacent
659,22,NA,irrelevant,Graduated High-school,60932,1693816969414,1693816908482,female,20,english,the collection was not great. |the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.,the collection was not great. |the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.,target_prejacent|distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio has seen it.,17546,1,,,4,competitor_prejacent
673,51,NA,irrelevant,Graduated College,287398,1693818354399,1693818067001,male,20,English,there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.|the collection only had black and white clothes.,there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.|the collection only had black and white clothes.,competitor_prejacent|target_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,there is an interesting event tomorrow at the same venue.,90902,1,,,1,competitor_prejacent
695,33,NA,irrelevant,Graduated High-school,153844,1693819111334,1693818957490,female,20,English,Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,20451,2,,,4,target_prejacent
696,72,none,marked,Higher degree,333713,1693819115206,1693818781493,female,20,English,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection showcased clothes that would not be well suited for every day life.,109761,2,,,2,target_prejacent
759,25,NA,too_little,Graduated High-school,108080,1693821071689,1693820963609,male,20,English,the collection was too extravagant.|the collection was great.|the collection only had black and white clothes.|Lio was a photographer at model castings.,the collection was too extravagant.|the collection was great.|the collection only had black and white clothes.|Lio was a photographer at model castings.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,12337,2,,,2,target_prejacent
761,32,The study was simple and easy to complete.,irrelevant,Graduated High-school,98025,1693821118314,1693821020289,male,20,English,there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,20974,2,,,4,target_prejacent
788,31,NA,baseline,Graduated College,81516,1693821753890,1693821672374,male,20,English,the collection only had black and white clothes.|Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.,the collection only had black and white clothes.|Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.,distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,17309,1,,,4,target_prejacent
460,29,NA,too_much,Graduated High-school,130132,1692826598957,1692826468825,male,19,English,the ads before the movie were excellent.|Jia does not want to talk about the movie.|your city often hosts movie festivals.|Jia once worked on a short film project herself.,the ads before the movie were excellent.|Jia does not want to talk about the movie.|your city often hosts movie festivals.|Jia once worked on a short film project herself.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,Jia does not want to talk about the movie.,25991,2,,,2,target_prejacent
493,21,NA,too_much,Graduated High-school,108167,1692861736493,1692861628326,male,19,English,your city often hosts movie festivals.|the movie was not very interesting.|Jia once worked on a short film project herself.|the movie was screened.,your city often hosts movie festivals.|the movie was not very interesting.|Jia once worked on a short film project herself.|the movie was screened.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was not very interesting.,9230,2,,,2,target_prejacent
518,31,"Memory attention checks are not allowed, no matter how simple they might be. Just FYI!",too_much,Graduated High-school,186692,1692861863464,1692861676772,female,19,English,your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.|Jia once worked on a short film project herself.|the movie was very enjoyable because it was difficult to understand.,your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.|Jia once worked on a short film project herself.|the movie was very enjoyable because it was difficult to understand.,distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,51452,2,,,2,competitor_prejacent
527,30,NA,baseline,Graduated College,86733,1692862087202,1692862000469,male,19,English,Jia once worked on a short film project herself.|the movie was not well-received.|the movie was well-received.|your city often hosts movie festivals.,Jia once worked on a short film project herself.|the movie was not well-received.|the movie was well-received.|your city often hosts movie festivals.,distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,13770,2,,,3,target_prejacent
565,45,NA,too_much,Graduated High-school,149739,1693490035052,1693489885313,male,19,English,Jia once worked on a short film project herself.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.|the movie was very enjoyable because it was difficult to understand.,Jia once worked on a short film project herself.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.|the movie was very enjoyable because it was difficult to understand.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,40009,1,,,2,competitor_prejacent
584,47,I couldn't make sense of the replies very well,baseline,Graduated High-school,139352,1693490271197,1693490131845,male,19,English,Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie was not well-received.|the movie was well-received.,Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie was not well-received.|the movie was well-received.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,21233,2,,,4,target_prejacent
607,33,NA,irrelevant,Graduated College,130357,1693490487017,1693490356660,male,19,English,Jia does not want to talk about the movie.|your city often hosts movie festivals.|the ads before the movie were excellent.|Jia once worked on a short film project herself.,Jia does not want to talk about the movie.|your city often hosts movie festivals.|the ads before the movie were excellent.|Jia once worked on a short film project herself.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the ads before the movie were excellent.,9277,2,,,3,competitor_prejacent
649,68,NA,marked,Graduated College,117945,1693815810288,1693815692343,male,19,English,"Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.","Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.",distractor_1_prejacent|distractor_2_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,"the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.",30996,2,,,3,target_prejacent
665,28,None,baseline,Graduated College,109267,1693817532358,1693817423091,female,19,English,your city often hosts movie festivals.|the movie was well-received.|Jia once worked on a short film project herself.|the movie was not well-received.,your city often hosts movie festivals.|the movie was well-received.|Jia once worked on a short film project herself.|the movie was not well-received.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,12121,2,,,2,target_prejacent
683,33,NA,baseline,Graduated College,127268,1693818718159,1693818590891,male,19,English,your city often hosts movie festivals.|the movie was well-received.|the movie was not well-received.|Jia once worked on a short film project herself.,your city often hosts movie festivals.|the movie was well-received.|the movie was not well-received.|Jia once worked on a short film project herself.,distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,24849,2,,,2,target_prejacent
689,28,NA,baseline,Graduated College,179399,1693818901207,1693818721808,male,19,English,Jia once worked on a short film project herself.|the movie was not well-received.|your city often hosts movie festivals.|the movie was well-received.,Jia once worked on a short film project herself.|the movie was not well-received.|your city often hosts movie festivals.|the movie was well-received.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,30649,2,,,4,target_prejacent
697,35,NA,marked,Graduated High-school,98554,1693819232047,1693819133493,male,19,English,the movie was not very interesting.|your city often hosts movie festivals.|the movie was screened.|Jia once worked on a short film project herself.,the movie was not very interesting.|your city often hosts movie festivals.|the movie was screened.|Jia once worked on a short film project herself.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was screened.,38533,2,,,3,competitor_prejacent
752,42,NA,marked,Graduated High-school,128246,1693820967174,1693820838928,male,19,English,Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.|the movie was very enjoyable because it was difficult to understand.,Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.|the movie was very enjoyable because it was difficult to understand.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,24289,2,,,3,competitor_prejacent
766,48,NA,too_much,Graduated College,68042,1693821164497,1693821096455,male,19,English,the movie was very enjoyable because it was difficult to understand.|Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.,the movie was very enjoyable because it was difficult to understand.|Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.,target_prejacent|distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,4915,2,,,4,competitor_prejacent
790,75,none,irrelevant,Higher degree,123259,1693821813876,1693821690617,male,19,English,Jia once worked on a short film project herself.|the movie was very enjoyable because it was difficult to understand.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.,Jia once worked on a short film project herself.|the movie was very enjoyable because it was difficult to understand.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,47171,2,,,3,competitor_prejacent
436,30,NA,marked,Higher degree,66748,1692802400555,1692802333807,female,18,English,"Kirby's poem unintentionally caused negative reactions, e.g. because the reading was chaotic.|Oliver and Kirby once co-wrote a poem for their literature class.|the poem was about alpine landscapes.|Kirby's poem intentionally caused negative reactions, e.g. because of its polarising content.","Kirby's poem unintentionally caused negative reactions, e.g. because the reading was chaotic.|Oliver and Kirby once co-wrote a poem for their literature class.|the poem was about alpine landscapes.|Kirby's poem intentionally caused negative reactions, e.g. because of its polarising content.",target_prejacent|distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Oliver meant with their utterance?,FALSE,"Kirby's poem intentionally caused negative reactions, e.g. because of its polarising content.",17483,2,,,4,competitor_prejacent
440,23,NA,baseline,Graduated High-school,105947,1692802723358,1692802617411,male,18,English,"Kirby's poem intentionally caused negative reactions, e.g. because of its polarising content.|the poem was about alpine landscapes.|Oliver and Kirby once co-wrote a poem for their literature class.|Kirby's poem unintentionally caused negative reactions, e.g. because the reading was chaotic.","Kirby's poem intentionally caused negative reactions, e.g. because of its polarising content.|the poem was about alpine landscapes.|Oliver and Kirby once co-wrote a poem for their literature class.|Kirby's poem unintentionally caused negative reactions, e.g. because the reading was chaotic.",competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Oliver meant with their utterance?,FALSE,"Kirby's poem intentionally caused negative reactions, e.g. because of its polarising content.",34143,2,,,1,competitor_prejacent
452,32,NA,irrelevant,NA,111266,1692826352600,1692826241334,female,18,English,Kirby’s reading went excellent.|Oliver and Kirby once co-wrote a poem for their literature class.|the poem was about alpine landscapes.|Kirby’s reading went okay.,Kirby’s reading went excellent.|Oliver and Kirby once co-wrote a poem for their literature class.|the poem was about alpine landscapes.|Kirby’s reading went okay.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Oliver meant with their utterance?,FALSE,Kirby’s reading went okay.,28671,2,,,4,target_prejacent
