submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,item_id,languages,options,options_list,options_order,orientation,question,randomize,response,responseTime,trial_nr
674,31,NA,too_little,Graduated College,60053,1693818410569,1693818350516,male,21,english,"Jack once explained the concept of gravity to Sophie using an apple.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Sophie often helped Jack with his science homework.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.","Jack once explained the concept of gravity to Sophie using an apple.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Sophie often helped Jack with his science homework.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",22507,2
680,43,NA,baseline,Did not graduate High-school,65931,1693818641823,1693818575892,female,21,English,"Jack once explained the concept of gravity to Sophie using an apple.|Sophie often helped Jack with his science homework.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.","Jack once explained the concept of gravity to Sophie using an apple.|Sophie often helped Jack with his science homework.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.",distractor_2_prejacent|distractor_1_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",26076,1
725,26,NA,irrelevant,Graduated College,48109,1693820059963,1693820011854,female,21,english,Sophie often helped Jack with his science homework.|Jack's project was not good.|Jack's project was good.|Jack once explained the concept of gravity to Sophie using an apple.,Sophie often helped Jack with his science homework.|Jack's project was not good.|Jack's project was good.|Jack once explained the concept of gravity to Sophie using an apple.,distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack's project was good.,8900,2
763,59,No further comments,marked,Graduated High-school,264593,1693821142592,1693820877999,male,21,English,"Jack once explained the concept of gravity to Sophie using an apple.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Sophie often helped Jack with his science homework.","Jack once explained the concept of gravity to Sophie using an apple.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Sophie often helped Jack with his science homework.",distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",54662,2
777,53,NA,marked,Graduated High-school,261049,1693821389623,1693821128574,male,21,english,"Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.","Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack intentionally made a project in such a way that made people shriek, e.g., because Jack told them to shriek for an audio recording.|Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,"Jack unintentionally made a project in such a way that made people shriek, e.g., because it made a sudden loud noise.",48663,2
785,75,NA,irrelevant,Higher degree,177702,1693821597922,1693821420220,male,21,NA,"Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack's project demonstration did not go as planned.","Jack pulled his set up from a box, put it on the table, set up a poster and performed the steps that were supposed to be a demonstration.|Sophie often helped Jack with his science homework.|Jack once explained the concept of gravity to Sophie using an apple.|Jack's project demonstration did not go as planned.",competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Sophie meant with their utterance?,FALSE,Jack's project demonstration did not go as planned.,41539,2
443,63,Thank you!,irrelevant,Graduated College,78406,1692826024867,1692825946461,female,20,English,Lio does not want to talk about the fashion show.|the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.,Lio does not want to talk about the fashion show.|the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,24904,2
445,30,NA,marked,Higher degree,143503,1692826149013,1692826005510,female,20,English,the collection was great.|the collection was too extravagant.|Lio was a photographer at model castings.|the collection only had black and white clothes.,the collection was great.|the collection was too extravagant.|Lio was a photographer at model castings.|the collection only had black and white clothes.,target_prejacent|competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,19266,2
468,31,NA,too_little,Graduated High-school,71436,1692826768419,1692826696983,female,20,English,the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection showcased clothes that would not be well suited for every day life.|the collection only had black and white clothes.|Lio was a photographer at model castings.,the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection showcased clothes that would not be well suited for every day life.|the collection only had black and white clothes.|Lio was a photographer at model castings.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection showcased clothes that would not be well suited for every day life.,28217,2
499,49,NA,baseline,Graduated High-school,97989,1692861759603,1692861661614,female,20,English,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,25738,1
520,56,NA,baseline,Higher degree,43140,1692861888335,1692861845195,female,20,english,"one model’s walk unintentionally caused people to gasp, e.g., because they fell.|the collection only had black and white clothes.|one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.","one model’s walk unintentionally caused people to gasp, e.g., because they fell.|the collection only had black and white clothes.|one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.",target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,"one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.",9127,2
515,24,NA,too_much,Graduated High-school,110337,1692861846852,1692861736515,male,20,English,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection showcased clothes that would not be well suited for every day life.,38814,2
519,37,NA,marked,Graduated College,279743,1692861879396,1692861599653,female,20,English,"one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.|the collection only had black and white clothes.|one model’s walk unintentionally caused people to gasp, e.g., because they fell.","one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.|Lio was a photographer at model castings.|the collection only had black and white clothes.|one model’s walk unintentionally caused people to gasp, e.g., because they fell.",competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,"one model’s walk intentionally caused people to gasp, e.g., because they performed a stunt.",61004,1
534,66,NA,irrelevant,Graduated College,194476,1692863208647,1692863014171,female,20,NA,the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.,the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.,distractor_2_prejacent|competitor_prejacent|target_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,39386,2
540,38,NA,baseline,Graduated High-school,60234,1693489953738,1693489893504,male,20,english,the collection was too extravagant.|the collection was great.|the collection only had black and white clothes.|Lio was a photographer at model castings.,the collection was too extravagant.|the collection was great.|the collection only had black and white clothes.|Lio was a photographer at model castings.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,8032,2
545,47,None,baseline,Graduated College,95610,1693489976178,1693489880569,female,20,English,the collection was too extravagant.|Lio was a photographer at model castings.|the collection was great.|the collection only had black and white clothes.,the collection was too extravagant.|Lio was a photographer at model castings.|the collection was great.|the collection only had black and white clothes.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,14833,2
563,36,Thank you,too_little,Graduated High-school,138362,1693490022445,1693489884083,female,20,English,the collection was great.|the collection was too extravagant.|the collection only had black and white clothes.|Lio was a photographer at model castings.,the collection was great.|the collection was too extravagant.|the collection only had black and white clothes.|Lio was a photographer at model castings.,target_prejacent|competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,21416,2
576,47,NA,baseline,Graduated High-school,242090,1693490121582,1693489879492,male,20,English,Lio was a photographer at model castings.|the collection was great.|the collection only had black and white clothes.|the collection was too extravagant.,Lio was a photographer at model castings.|the collection was great.|the collection only had black and white clothes.|the collection was too extravagant.,distractor_1_prejacent|target_prejacent|distractor_2_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,51907,1
585,30,NA,marked,Graduated College,44816,1693490402020,1693490357204,female,20,English,the collection was too extravagant.|Lio was a photographer at model castings.|the collection only had black and white clothes.|the collection was great.,the collection was too extravagant.|Lio was a photographer at model castings.|the collection only had black and white clothes.|the collection was great.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,12605,2
594,37,NA,irrelevant,Graduated High-school,83842,1693490449413,1693490365571,female,20,NA,the collection only had black and white clothes.|the collection showcased clothes that would not be well suited for every day life.|Lio was a photographer at model castings.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,the collection only had black and white clothes.|the collection showcased clothes that would not be well suited for every day life.|Lio was a photographer at model castings.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.,20966,2
602,61,"Thank you for the survey opportunities, have a great day.",too_little,Graduated High-school,97473,1693490477187,1693490379714,female,20,English,the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.|the collection was not great.,the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.|the collection was not great.,distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio has seen it.,14345,2
605,34,no,irrelevant,Graduated College,94556,1693490481079,1693490386523,male,20,English,Lio was a photographer at model castings.|the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.,Lio was a photographer at model castings.|the collection only had black and white clothes.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,there is an interesting event tomorrow at the same venue.,15828,1
620,74,none,irrelevant,Graduated College,136613,1693490568478,1693490431865,female,20,English,Lio does not want to talk about the fashion show.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.,Lio does not want to talk about the fashion show.|there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.,target_prejacent|competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,there is an interesting event tomorrow at the same venue.,24820,2
677,18,NA,baseline,Graduated High-school,78504,1693818617771,1693818539267,female,20,english,Lio was a photographer at model castings.|the collection only had black and white clothes.|the collection was not great. |Lio has seen it.,Lio was a photographer at model castings.|the collection only had black and white clothes.|the collection was not great. |Lio has seen it.,distractor_1_prejacent|distractor_2_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio has seen it.,22011,1
659,22,NA,irrelevant,Graduated High-school,60932,1693816969414,1693816908482,female,20,english,the collection was not great. |the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.,the collection was not great. |the collection only had black and white clothes.|Lio was a photographer at model castings.|Lio has seen it.,target_prejacent|distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio has seen it.,17546,1
673,51,NA,irrelevant,Graduated College,287398,1693818354399,1693818067001,male,20,English,there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.|the collection only had black and white clothes.,there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.|Lio was a photographer at model castings.|the collection only had black and white clothes.,competitor_prejacent|target_prejacent|distractor_1_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,there is an interesting event tomorrow at the same venue.,90902,1
695,33,NA,irrelevant,Graduated High-school,153844,1693819111334,1693818957490,female,20,English,Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,20451,2
696,72,none,marked,Higher degree,333713,1693819115206,1693818781493,female,20,English,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,Lio was a photographer at model castings.|the collection showcased clothes that would not be well suited for every day life.|the models put one foot in front of the other while wearing arrangements of fabric and complex hairstyles.|the collection only had black and white clothes.,distractor_1_prejacent|target_prejacent|competitor_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection showcased clothes that would not be well suited for every day life.,109761,2
726,NA,NA,irrelevant,NA,124077,1693820034904,1693819910827,NA,20,NA,the collection only had black and white clothes.|Lio has seen it.|the collection was not great. |Lio was a photographer at model castings.,the collection only had black and white clothes.|Lio has seen it.|the collection was not great. |Lio was a photographer at model castings.,distractor_2_prejacent|competitor_prejacent|target_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was not great.,23698,2
759,25,NA,too_little,Graduated High-school,108080,1693821071689,1693820963609,male,20,English,the collection was too extravagant.|the collection was great.|the collection only had black and white clothes.|Lio was a photographer at model castings.,the collection was too extravagant.|the collection was great.|the collection only had black and white clothes.|Lio was a photographer at model castings.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,the collection was great.,12337,2
761,32,The study was simple and easy to complete.,irrelevant,Graduated High-school,98025,1693821118314,1693821020289,male,20,English,there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,there is an interesting event tomorrow at the same venue.|Lio was a photographer at model castings.|the collection only had black and white clothes.|Lio does not want to talk about the fashion show.,competitor_prejacent|distractor_1_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,20974,2
788,31,NA,baseline,Graduated College,81516,1693821753890,1693821672374,male,20,English,the collection only had black and white clothes.|Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.,the collection only had black and white clothes.|Lio was a photographer at model castings.|there is an interesting event tomorrow at the same venue.|Lio does not want to talk about the fashion show.,distractor_2_prejacent|distractor_1_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Lio meant with their utterance?,FALSE,Lio does not want to talk about the fashion show.,17309,1
447,26,NA,irrelevant,Higher degree,74352,1692826204982,1692826130630,female,19,English,your city often hosts movie festivals.|the movie was not very interesting.|the movie was screened.|Jia once worked on a short film project herself.,your city often hosts movie festivals.|the movie was not very interesting.|the movie was screened.|Jia once worked on a short film project herself.,distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was screened.,14389,1
460,29,NA,too_much,Graduated High-school,130132,1692826598957,1692826468825,male,19,English,the ads before the movie were excellent.|Jia does not want to talk about the movie.|your city often hosts movie festivals.|Jia once worked on a short film project herself.,the ads before the movie were excellent.|Jia does not want to talk about the movie.|your city often hosts movie festivals.|Jia once worked on a short film project herself.,competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,Jia does not want to talk about the movie.,25991,2
466,56,NA,baseline,Graduated High-school,71116,1692826708768,1692826637652,female,19,English,the ads before the movie were excellent.|Jia once worked on a short film project herself.|Jia does not want to talk about the movie.|your city often hosts movie festivals.,the ads before the movie were excellent.|Jia once worked on a short film project herself.|Jia does not want to talk about the movie.|your city often hosts movie festivals.,competitor_prejacent|distractor_1_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the ads before the movie were excellent.,14013,2
485,28,NA,irrelevant,Graduated College,95734,1692861693460,1692861597726,male,19,English,Jia once worked on a short film project herself.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.|the movie was very enjoyable because it was difficult to understand.,Jia once worked on a short film project herself.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.|the movie was very enjoyable because it was difficult to understand.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,32196,2
493,21,NA,too_much,Graduated High-school,108167,1692861736493,1692861628326,male,19,English,your city often hosts movie festivals.|the movie was not very interesting.|Jia once worked on a short film project herself.|the movie was screened.,your city often hosts movie festivals.|the movie was not very interesting.|Jia once worked on a short film project herself.|the movie was screened.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was not very interesting.,9230,2
518,31,"Memory attention checks are not allowed, no matter how simple they might be. Just FYI!",too_much,Graduated High-school,186692,1692861863464,1692861676772,female,19,English,your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.|Jia once worked on a short film project herself.|the movie was very enjoyable because it was difficult to understand.,your city often hosts movie festivals.|the movie played at the expected number of frames per second with a series of various scenes.|Jia once worked on a short film project herself.|the movie was very enjoyable because it was difficult to understand.,distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,51452,2
527,30,NA,baseline,Graduated College,86733,1692862087202,1692862000469,male,19,English,Jia once worked on a short film project herself.|the movie was not well-received.|the movie was well-received.|your city often hosts movie festivals.,Jia once worked on a short film project herself.|the movie was not well-received.|the movie was well-received.|your city often hosts movie festivals.,distractor_1_prejacent|competitor_prejacent|target_prejacent|distractor_2_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,13770,2
544,36,NA,too_little,Graduated High-school,91821,1693489974164,1693489882343,male,19,English,"your city often hosts movie festivals.|Jia once worked on a short film project herself.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.","your city often hosts movie festivals.|Jia once worked on a short film project herself.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.",distractor_2_prejacent|distractor_1_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,"the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.",21185,2
565,45,NA,too_much,Graduated High-school,149739,1693490035052,1693489885313,male,19,English,Jia once worked on a short film project herself.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.|the movie was very enjoyable because it was difficult to understand.,Jia once worked on a short film project herself.|the movie played at the expected number of frames per second with a series of various scenes.|your city often hosts movie festivals.|the movie was very enjoyable because it was difficult to understand.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie played at the expected number of frames per second with a series of various scenes.,40009,1
584,47,I couldn't make sense of the replies very well,baseline,Graduated High-school,139352,1693490271197,1693490131845,male,19,English,Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie was not well-received.|the movie was well-received.,Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie was not well-received.|the movie was well-received.,distractor_1_prejacent|distractor_2_prejacent|competitor_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,21233,2
590,39,NA,baseline,Graduated High-school,75713,1693490442661,1693490366948,female,19,english,"your city often hosts movie festivals.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.|Jia once worked on a short film project herself.","your city often hosts movie festivals.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.|Jia once worked on a short film project herself.",distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,"the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.",20331,2
607,33,NA,irrelevant,Graduated College,130357,1693490487017,1693490356660,male,19,English,Jia does not want to talk about the movie.|your city often hosts movie festivals.|the ads before the movie were excellent.|Jia once worked on a short film project herself.,Jia does not want to talk about the movie.|your city often hosts movie festivals.|the ads before the movie were excellent.|Jia once worked on a short film project herself.,target_prejacent|distractor_2_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the ads before the movie were excellent.,9277,2
627,49,NA,marked,Graduated College,249814,1693490598473,1693490348659,male,19,NA,"the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|your city often hosts movie festivals.|Jia once worked on a short film project herself.","the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|your city often hosts movie festivals.|Jia once worked on a short film project herself.",competitor_prejacent|target_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,"the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.",65031,2
637,39,NA,baseline,Graduated College,634929,1693491025085,1693490390156,female,19,english,Jia once worked on a short film project herself.|the ads before the movie were excellent.|your city often hosts movie festivals.|Jia does not want to talk about the movie.,Jia once worked on a short film project herself.|the ads before the movie were excellent.|your city often hosts movie festivals.|Jia does not want to talk about the movie.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the ads before the movie were excellent.,165212,2
649,68,NA,marked,Graduated College,117945,1693815810288,1693815692343,male,19,English,"Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.","Jia once worked on a short film project herself.|your city often hosts movie festivals.|the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.|the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.",distractor_1_prejacent|distractor_2_prejacent|target_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,"the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.",30996,2
665,28,None,baseline,Graduated College,109267,1693817532358,1693817423091,female,19,English,your city often hosts movie festivals.|the movie was well-received.|Jia once worked on a short film project herself.|the movie was not well-received.,your city often hosts movie festivals.|the movie was well-received.|Jia once worked on a short film project herself.|the movie was not well-received.,distractor_2_prejacent|target_prejacent|distractor_1_prejacent|competitor_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,12121,2
684,30,NA,irrelevant,Graduated College,176469,1693818762687,1693818586218,male,19,English,Jia does not want to talk about the movie.|the ads before the movie were excellent.|your city often hosts movie festivals.|Jia once worked on a short film project herself.,Jia does not want to talk about the movie.|the ads before the movie were excellent.|your city often hosts movie festivals.|Jia once worked on a short film project herself.,target_prejacent|competitor_prejacent|distractor_2_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the ads before the movie were excellent.,71185,1
683,33,NA,baseline,Graduated College,127268,1693818718159,1693818590891,male,19,English,your city often hosts movie festivals.|the movie was well-received.|the movie was not well-received.|Jia once worked on a short film project herself.,your city often hosts movie festivals.|the movie was well-received.|the movie was not well-received.|Jia once worked on a short film project herself.,distractor_2_prejacent|target_prejacent|competitor_prejacent|distractor_1_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,24849,2
689,28,NA,baseline,Graduated College,179399,1693818901207,1693818721808,male,19,English,Jia once worked on a short film project herself.|the movie was not well-received.|your city often hosts movie festivals.|the movie was well-received.,Jia once worked on a short film project herself.|the movie was not well-received.|your city often hosts movie festivals.|the movie was well-received.,distractor_1_prejacent|competitor_prejacent|distractor_2_prejacent|target_prejacent,vertical,Which of the following four sentences best expresses what Jia meant with their utterance?,FALSE,the movie was well-received.,30649,2
